iso3,year0,year1,within,structural_change,Y0,Y1,actual_change,decomposed_change
MAR,1974,1975,0.7979883964678447,1.0085674208277875,63.11343716623398,64.91999298352961,1.8065558172956315,1.8065558172956322
MAR,1975,1976,7.027904774048427,0.43292217682588335,64.91999298352961,72.38081993440392,7.460826950874306,7.46082695087431
MAR,1976,1977,-0.4277320962043739,1.4733951557575402,72.38081993440392,73.42648299395708,1.0456630595531635,1.0456630595531662
MAR,1977,1978,-0.2922637729234639,1.1003205715841784,73.42648299395708,74.23453979261781,0.8080567986607292,0.8080567986607146
MAR,1978,1979,-0.6999135345752392,1.0534944716983188,74.23453979261781,74.5881207297409,0.353580937123084,0.3535809371230796
MAR,1979,1980,-0.9044096086628693,1.650020665728453,74.5881207297409,75.33373178680648,0.7456110570655881,0.7456110570655837
MAR,1980,1981,-5.5322604943594476,1.1385424415049537,75.33373178680648,70.94001373395197,-4.39371805285451,-4.393718052854494
MAR,1981,1982,2.070164105042019,1.1410890762044523,70.94001373395197,74.15126691519845,3.2112531812464766,3.2112531812464713
MAR,1982,1983,-2.445043964691097,1.0324534926691777,74.15126691519845,72.73867644317653,-1.4125904720219182,-1.4125904720219191
MAR,1983,1984,-0.28103737270207185,1.3520097133456188,72.73867644317653,73.80964878382008,1.07097234064355,1.070972340643547
MAR,1984,1985,-2.2894267789312632,2.539809244584896,73.80964878382008,74.06003124947371,0.25038246565362954,0.25038246565363265
MAR,1985,1986,-0.010442033859086708,1.924683351182177,74.06003124947371,75.9742725667968,1.9142413173230892,1.9142413173230903
MAR,1986,1987,-6.80481294596817,1.5081282134111709,75.9742725667968,70.6775878342398,-5.296684732556997,-5.296684732556999
MAR,1987,1988,7.341279055089532,0.25336794346513913,70.6775878342398,78.27223483279447,7.594646998554666,7.594646998554671
MAR,1988,1989,-0.9984804006165582,0.7104133257620965,78.27223483279447,77.98416775794001,-0.28806707485445315,-0.2880670748544617
MAR,1989,1990,0.6015068473855364,1.029443518532762,77.98416775794001,79.61511812385831,1.6309503659182951,1.6309503659182982
MAR,1990,1991,3.843425465004069,0.4487574619604342,79.61511812385831,83.90730105082281,4.2921829269645,4.292182926964503
MAR,1991,1992,-8.167629910401097,1.5587758362730717,83.90730105082281,77.29844697669478,-6.608854074128033,-6.608854074128025
MAR,1992,1993,-1.7114909198724488,-0.06903095571624396,77.29844697669478,75.51792510110609,-1.7805218755886898,-1.780521875588693
MAR,1993,1994,5.5831862086366195,0.2306477490226082,75.51792510110609,81.33175905876531,5.813833957659227,5.813833957659227
