iso3,year0,year1,broad_sector,employment_share_0,employment_share_1,productivity_0,productivity_1,within,structural_change,short_series,country_productivity_0,country_productivity_1,country_actual_change,country_decomposed_change,country,country_exists_pre,depth_score_pre,agreement_type_pre,reciprocal_pre,fta_or_deeper_pre,nonreciprocal_only_pre,reciprocal_trade_share_pre,reciprocal_gdp_share_pre,gdp_african_pre,gdpcap_african_pre,pop_african_pre,wto_african_pre,gatt_african_pre,reciprocal_post,country_exists_post,treatment_status,reciprocal_interval
BFA,1975,1980,Manufacturing,0.0352219262164131,0.0351026508852568,2135.6012240533605,3216.733308341444,0.5062425647398123,-0.0051007180597126,False,235.39856134564732,409.3853898970665,0.7391159383338187,0.7391159383338187,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,939972.672,0.153,6154.548,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1975,1980,Services,0.0806508692783175,0.0803777573944924,993.5595562228866,2124.542381445052,1.1383139596543377,-0.0072410932039782,False,235.39856134564732,409.3853898970665,0.7391159383338187,0.7391159383338187,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,939972.672,0.153,6154.548,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1980,1985,Agriculture,0.8845195917202507,0.885590956399527,142.11508338296468,152.58984696326198,0.0737062057802155,0.0013005148959509,False,409.3853898970665,417.9392588813738,0.0208944168390035,0.0208944168390035,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,1928719.872,0.283,6822.84,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1980,1985,Manufacturing,0.0351026508852568,0.0347769875744528,3216.733308341444,2451.095004095547,-0.2380174099225139,-0.0070692441167595,False,409.3853898970665,417.9392588813738,0.0208944168390035,0.0208944168390035,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,1928719.872,0.283,6822.84,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1980,1985,Services,0.0803777573944924,0.0796320560260201,2124.542381445052,2480.9780104072884,0.16777054468243,-0.0108339259648362,False,409.3853898970665,417.9392588813738,0.0208944168390035,0.0208944168390035,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,1928719.872,0.283,6822.84,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1985,1990,Agriculture,0.885590956399527,0.8865498746748641,152.58984696326198,138.6434826636213,-0.0913977212586,0.0009838349452441,False,417.9392588813738,393.72631564960216,-0.0579341201316628,-0.0579341201316628,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,1552493.184,0.201,7727.912,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1985,1990,Manufacturing,0.0347769875744528,0.0344855051983257,2451.095004095547,2298.723777364972,-0.0621644738992779,-0.0078604629598617,False,417.9392588813738,393.72631564960216,-0.0579341201316628,-0.0579341201316628,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,1552493.184,0.201,7727.912,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1985,1990,Services,0.0796320560260201,0.0789646201268101,2480.9780104072884,2425.634196306913,-0.022307137070213,-0.0081945255269082,False,417.9392588813738,393.72631564960216,-0.0579341201316628,-0.0579341201316628,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,1552493.184,0.201,7727.912,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1990,1995,Agriculture,0.8865498746748641,0.8858534049465296,138.6434826636213,171.0873063353266,0.2340090067588746,-0.0009694321123386,False,393.72631564960216,395.76630553591576,0.0051812383506747,0.0051812383506747,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,3101300.736,0.352,8811.033,0.0,1.0,0.0,True,never_reciprocal,0
BFA,1990,1995,Manufacturing,0.0344855051983257,0.0343027462669801,2298.723777364972,2325.703326267092,-0.0100788660056926,0.0164538224348988,False,393.72631564960216,395.76630553591576,0.0051812383506747,0.0051812383506747,Burkina Faso,True,1.0,1_nonreciprocal,0.0,0.0,1.0,0.0,0.0,3101300.736,0.352,8811.033,0.0,1.0,0.0,True,never_reciprocal,0
